fiscal_year,grant_id,provider_name,provider_name_latest,responses_total,q1_1,q1_2,q1_3,q1_4,q1_5,top_2_count,top_2_pct
2020,13-ZZ-134,The Alston Wilkes Society (AWS Alston Wilkes Veterans Home),The Alston Wilkes Society (AWS Alston Wilkes Veterans Home),16,1,3,3,5,4,9,56.3
2020,13-ZZ-145,University of Vermont and State Agricultural College,University of Vermont and State Agricultural College,22,0,1,5,3,13,16,72.7
2020,14-AZ-157,National Community Health Partners,National Community Health Partners,98,2,2,13,25,56,81,82.7
2020,14-AZ-160,Catholic Charities Community Services Inc,Catholic Charities Community Services Inc,15,1,0,1,5,8,13,86.7
2020,14-CA-163,Carrillo Counseling Services Inc (DBA New Beginnings),Carrillo Counseling Services Inc (DBA New Beginnings),16,0,0,1,6,9,15,93.8
2020,14-CA-167,East Oakland Community Project,East Oakland Community Project,6,1,0,2,2,1,3,50.0
2020,14-CA-169,Families in Transition of Santa Cruz County Inc,Families in Transition of Santa Cruz County Inc,3,0,0,0,2,1,3,100.0
2020,14-CA-170,Knowledge Education for Your Success Inc,Knowledge Education for Your Success Inc,4,0,1,1,1,1,2,50.0
2020,14-CA-177,Catholic Charities of the Diocese of Stockton,Catholic Charities of the Diocese of Stockton,7,0,0,1,2,4,6,85.7
2020,14-CT-178,Columbus House Inc,Columbus House Inc,22,0,1,6,2,13,15,68.2
2020,14-FL-179,Big Bend Homeless Coalition Inc,Big Bend Homeless Coalition Inc,29,0,1,0,4,24,28,96.6
2020,14-FL-181,United Way of Broward County,United Way of Broward County,61,7,4,13,11,26,37,60.7
2020,14-FL-184,Meridian Behavioral Healthcare Inc,Meridian Behavioral Healthcare Inc,29,4,0,3,5,17,22,75.9
2020,14-FL-322,Treasure Coast Homeless Services Council Inc,Treasure Coast Homeless Services Council Inc,4,0,0,1,0,3,3,75.0
2020,14-GA-189,United Way of Greater Atlanta Inc,United Way of Greater Atlanta Inc,51,5,4,10,13,19,32,62.7
2020,14-IA-191,Family Alliance For Veterans of America Inc,Family Alliance For Veterans of America Inc,12,0,0,0,3,9,12,100.0
2020,14-IL-194,Featherfist Inc,Featherfist Inc,28,0,1,5,8,14,22,78.6
2020,14-IL-196,Midwest Shelter for Homeless Veterans Inc,Midwest Shelter for Homeless Veterans Inc,23,1,1,4,8,9,17,73.9
2020,14-IL-197,Chestnut Health Systems Inc,Chestnut Health Systems Inc,21,1,0,2,5,13,18,85.7
2020,14-IL-198,Catholic Charities of the Archdiocese of Chicago,Catholic Charities of the Archdiocese of Chicago,19,2,5,2,3,7,10,52.6
2020,14-IN-199,Lafayette Transitional Housing Center Inc,Lafayette Transitional Housing Center Inc,7,1,0,1,0,5,5,71.4
2020,14-IN-200,InteCare Inc,InteCare Inc,41,0,2,5,7,27,34,82.9
2020,14-KS-322,Catholic Charities Inc. (Diocese of Wichita),Catholic Charities Inc. (Diocese of Wichita),3,0,0,1,0,2,2,66.7
2020,14-LA-205,Hope Center Inc.,Hope Center Inc.,13,3,0,0,4,6,10,76.9
2020,14-MA-209,Veterans Northeast Outreach Center Inc,Veterans Northeast Outreach Center Inc,17,1,1,2,3,10,13,76.5
2020,14-MD-214,Project PLASE Inc,Project PLASE Inc,35,2,5,10,8,10,18,51.4
2020,14-MD-215,New Vision House of Hope Inc,New Vision House of Hope Inc,19,1,1,5,9,3,12,63.2
2020,14-MD-216,Diakonia Inc.,Diakonia Inc.,9,0,0,0,1,8,9,100.0
2020,14-MD-217,St. James A.M.E. Zion Church-Zion House,St. James A.M.E. Zion Church-Zion House,4,0,0,2,0,2,2,50.0
2020,14-MI-218,Blue Water Center For Independent Living Inc.,Blue Water Center For Independent Living Inc.,7,0,0,2,3,2,5,71.4
2020,14-MI-219,Training & Treatment Innovations Inc.,Training & Treatment Innovations Inc.,1,0,0,0,0,1,1,100.0
2020,14-MI-220,Community Action Agency,Community Action Agency,14,0,0,3,2,9,11,78.6
2020,14-MI-223,Community Rebuilders,Community Rebuilders,13,0,0,6,3,4,7,53.8
2020,14-MO-228,The Kitchen Inc,The Kitchen Inc,3,0,0,0,2,1,3,100.0
2020,14-MS-231,Mississippi United to End Homelessness Inc.,Mississippi United to End Homelessness Inc.,1,1,0,0,0,0,0,0.0
2020,14-MS-232,Hancock Resource Center (HRC),Hancock Resource Center (HRC),5,0,1,0,1,3,4,80.0
2020,14-MS-234,Catholic Charities Inc  (Diocese of Jackson),Catholic Charities Inc  (Diocese of Jackson),15,2,0,1,1,11,12,80.0
2020,14-NE-238,Northeast Nebraska Community Action Partnership,Northeast Nebraska Community Action Partnership,7,0,0,0,1,6,7,100.0
2020,14-NJ-242,Catholic Family and Community Service,Catholic Family and Community Service,30,2,3,6,4,15,19,63.3
2020,14-NM-246,New Mexico Veterans Integration Centers,New Mexico Veterans Integration Centers,26,1,1,2,1,21,22,84.6
2020,14-NM-247,Mesilla Valley Community of Hope,Mesilla Valley Community of Hope,4,0,0,1,0,3,3,75.0
2020,14-NY-249,Utica Center for Development Inc.,Utica Center for Development Inc.,4,0,0,1,0,3,3,75.0
2020,14-NY-251,Veterans and Community Housing Coalition ,Veterans and Community Housing Coalition ,15,0,0,0,1,14,15,100.0
2020,14-NY-253,Pathstone Corporation,Pathstone Corporation,2,0,0,0,2,0,2,100.0
2020,14-NY-254,Economic Opportunity Council of Suffolk Inc,Economic Opportunity Council of Suffolk Inc,64,3,2,6,18,35,53,82.8
2020,14-NY-256,Albany Housing Coalition Inc,Albany Housing Coalition Inc,12,0,1,2,1,8,9,75.0
2020,14-NY-259,Volunteers of America-Greater New York Inc,Volunteers of America-Greater New York Inc,13,4,2,3,0,4,4,30.8
2020,14-OH-261,Licking County Coalition for Housing,Licking County Coalition for Housing,9,1,0,2,1,5,6,66.7
2020,14-OH-262,Family & Community Services Inc,Family & Community Services Inc,27,0,0,6,4,17,21,77.8
2020,14-OH-264,Community Action Agency of Columbiana County Inc,Community Action Agency of Columbiana County Inc,10,0,0,1,2,7,9,90.0
2020,14-OH-265,Community Action Program Corporation of Washington-Morgan Counties Ohio,Community Action Program Corporation of Washington-Morgan Counties Ohio,8,0,0,1,0,7,7,87.5
2020,14-OH-266,Faith Mission Inc.,Faith Mission Inc.,5,0,0,1,2,2,4,80.0
2020,14-OH-267,Community Support Services Inc,Community Support Services Inc,10,0,1,1,3,5,8,80.0
2020,14-OH-268,The Salvation Army a New York Corporation,The Salvation Army a New York Corporation,5,0,1,0,1,3,4,80.0
2020,14-OK-270,KI BOIS Community Action Foundation Inc,KI BOIS Community Action Foundation Inc,33,1,1,0,4,27,31,93.9
2020,14-OK-271,Goodwill Industries of Central Oklahoma Inc,Goodwill Industries of Central Oklahoma Inc,28,0,2,5,7,14,21,75.0
2020,14-PA-273,YWCA of Greater Harrisburg,YWCA of Greater Harrisburg,15,0,2,1,4,8,12,80.0
2020,14-PA-274,Utility Emergency Services Fund,Utility Emergency Services Fund,30,0,0,2,7,21,28,93.3
2020,14-PA-276,Community Action Agency of Delaware County Inc.,Community Action Agency of Delaware County Inc.,18,1,1,5,3,8,11,61.1
2020,14-PA-277,Lawrence County Social Services Inc.,Lawrence County Social Services Inc.,16,1,0,1,4,10,14,87.5
2020,14-PA-280,Soldier On of Delaware Inc.,Soldier On of Delaware Inc.,22,1,0,3,3,15,18,81.8
2020,14-PA-281,Catholic Charities of the Diocese of Allentown,Catholic Charities of the Diocese of Allentown,8,0,1,1,0,6,6,75.0
2020,14-PA-282,Volunteers of America of Pennsylvania Inc.,Volunteers of America of Pennsylvania Inc.,16,2,3,1,4,6,10,62.5
2020,14-TN-284,Volunteer Behavioral Health Care System,Volunteer Behavioral Health Care System,16,1,1,1,6,7,13,81.3
2020,14-TN-285,Operation Stand Down Tennessee,Operation Stand Down Tennessee,44,0,2,1,9,32,41,93.2
2020,14-TN-287,Catholic Charities Inc (dba Catholic Charities of the Diocese of Memphis Inc),Catholic Charities Inc (dba Catholic Charities of the Diocese of Memphis Inc),24,1,2,4,9,8,17,70.8
2020,14-TX-293,Sabine Valley Regional Mental Health Mental Retardation Center,Sabine Valley Regional Mental Health Mental Retardation Center,14,0,1,1,2,10,12,85.7
2020,14-VA-294,Total Action Against Poverty In Roanoke Valley,Total Action Against Poverty In Roanoke Valley,10,1,0,4,3,2,5,50.0
2020,14-VA-296,Hampton Roads Community Action Program Inc.,Hampton Roads Community Action Program Inc.,9,0,1,2,2,4,6,66.7
2020,14-VA-297,Virginia Beach Community Development Corporation,Virginia Beach Community Development Corporation,23,0,2,2,5,14,19,82.6
2020,14-VA-298,STOP Incorporated,STOP Incorporated,9,2,1,0,3,3,6,66.7
2020,14-VI-299,The Methodist Training and Outreach Center Inc.,The Methodist Training and Outreach Center Inc.,4,0,0,0,0,4,4,100.0
2020,14-WI-302,Indianhead Community Action Agency,Indianhead Community Action Agency,3,0,0,0,1,2,3,100.0
2020,14-WV-303,The Greater Wheeling Coalition for the Homeless Inc.,The Greater Wheeling Coalition for the Homeless Inc.,2,0,0,1,0,1,1,50.0
2020,14-WV-304,Helping Heroes Inc.,Helping Heroes Inc.,7,0,0,2,1,4,5,71.4
2020,14-WV-305,West Virginia Community Action Partnerships Inc,West Virginia Community Action Partnerships Inc,44,4,1,6,8,25,33,75.0
2020,14-ZZ-153,United Way of Central Alabama,United Way of Central Alabama,23,3,4,6,1,9,10,43.5
2020,14-ZZ-260,St. Vincent de Paul Social Services Inc.,St. Vincent de Paul Social Services Inc.,13,0,0,1,3,9,12,92.3
2020,14-ZZ-308,Transitional Living Services Inc,Transitional Living Services Inc,17,0,1,3,3,10,13,76.5
2020,14-ZZ-313,Housing Counseling Services Inc,Housing Counseling Services Inc,42,6,2,4,13,17,30,71.4
2020,14-ZZ-318,Operation Renewed Hope,Operation Renewed Hope,9,1,1,0,2,5,7,77.8
2020,15-GA-325,Volunteers of America Southeast Inc,Volunteers of America Southeast Inc,12,1,1,5,3,2,5,41.7
2020,15-GU-326,WestCare Pacific Islands Inc,WestCare Pacific Islands Inc,8,0,0,0,4,4,8,100.0
2020,15-IA-192,Hawkeye Area Community Action Program Inc,Hawkeye Area Community Action Program Inc,20,2,3,4,3,8,11,55.0
2020,15-IN-201,Volunteers of America of Indiana Inc,Volunteers of America of Indiana Inc,36,3,0,2,6,25,31,86.1
2020,15-MI-328,Alger Marquette Community Action Board,Alger Marquette Community Action Board,2,0,0,0,0,2,2,100.0
2020,15-MO-330,Catholic Charities of Southern Missouri Inc,Catholic Charities of Southern Missouri Inc,8,0,1,1,1,5,6,75.0
2020,15-OH-333,Lutheran Social Services of Central Ohio,Lutheran Social Services of Central Ohio,12,2,0,2,3,5,8,66.7
2020,15-PA-068,Commission on Economic Opportunity,Commission on Economic Opportunity,25,0,1,3,5,16,21,84.0
2020,15-PA-334,Veterans Multi-Service Center Inc.,Veterans Multi-Service Center Inc.,18,2,0,0,4,12,16,88.9
2020,15-UT-336,The Road Home,The Road Home,16,2,0,2,1,11,12,75.0
2020,16-MO-048,St Patrick Center,St Patrick Center,82,3,5,5,19,50,69,84.1
2020,16-NJ-054,Community Hope Inc,Community Hope Inc,44,6,1,8,7,22,29,65.9
2020,16-ZZ-037,Volunteers of America Mid-States Inc,Volunteers of America Mid-States Inc,40,2,3,5,6,24,30,75.0
2020,16-ZZ-058,Soldier On Inc,Soldier On Inc,33,3,4,7,7,12,19,57.6
2020,17-NE-052,Central Nebraska Community Services Inc.,Central Nebraska Community Services Inc.,4,0,0,0,0,4,4,100.0
2020,18-CA-006,Volunteers of America of Los Angeles Inc,Volunteers of America of Los Angeles Inc,42,4,3,5,13,17,30,71.4
2020,18-CA-008,United States Veterans Initiative,United States Veterans Initiative,49,6,4,8,9,22,31,63.3
2020,18-CA-011,WestCare California Inc,WestCare California Inc,69,7,3,13,13,33,46,66.7
2020,18-CA-019,Community Catalysts of California,Community Catalysts of California,43,4,3,7,10,19,29,67.4
2020,18-CA-091,Swords To Plowshares Veterans Rights Organization,Swords To Plowshares Veterans Rights Organization,20,3,1,1,1,14,15,75.0
2020,18-CA-171,Lighthouse Treatment Center,Lighthouse Treatment Center,15,4,0,1,0,10,10,66.7
2020,18-CA-176,Volunteers of America of Los Angeles Inc.,Volunteers of America of Los Angeles Inc.,31,10,2,2,7,10,17,54.8
2020,18-CA-354,United States Veterans Initiative,United States Veterans Initiative,35,2,4,5,8,16,24,68.6
2020,18-CA-358,Community Action Partnership of San Luis Obispo County Inc,Community Action Partnership of San Luis Obispo County Inc,14,2,0,1,2,9,11,78.6
2020,18-CA-420,Volunteers of America Southwest California Inc,Volunteers of America Southwest California Inc,7,1,0,2,2,2,4,57.1
2020,18-FL-023,Homeless Services Network of Central Florida Inc,Homeless Services Network of Central Florida Inc,90,10,4,8,15,53,68,75.6
2020,18-FL-187,Volunteers of America of Florida Inc,Volunteers of America of Florida Inc,38,4,2,2,7,23,30,78.9
2020,18-FL-362,Tampa Crossroads Inc,Tampa Crossroads Inc,35,2,5,6,10,12,22,62.9
2020,18-HI-190,United States Veterans Initiative,United States Veterans Initiative,25,0,3,3,4,15,19,76.0
2020,18-HI-374,Catholic Charities Hawaii,Catholic Charities Hawaii,3,0,0,0,1,2,3,100.0
2020,18-KY-379,Volunteers of America Mid-States Inc,Volunteers of America Mid-States Inc,29,3,3,5,5,13,18,62.1
2020,18-MI-383,Volunteers of America Michigan Inc,Volunteers of America Michigan Inc,16,1,2,3,3,7,10,62.5
2020,18-NC-387,Homeward Bound of Western North Carolina Inc,Homeward Bound of Western North Carolina Inc,17,1,1,1,6,8,14,82.4
2020,18-OR-066,St Vincent de Paul Society of Lane County Inc,St Vincent de Paul Society of Lane County Inc,16,0,0,3,2,11,13,81.3
2020,18-PR-132,Casa del Peregrino Aguadilla Inc.,Casa del Peregrino Aguadilla Inc.,5,0,1,0,1,3,4,80.0
2020,18-SC-069,One-Eighty Place ,One-Eighty Place ,32,1,1,3,6,21,27,84.4
2020,18-TX-074,Family Endeavors Inc,Family Endeavors Inc,145,10,8,17,25,85,110,75.9
2020,18-TX-292,American GI Forum National Veterans Outreach Program Inc,American GI Forum National Veterans Outreach Program Inc,93,10,8,14,18,43,61,65.6
2020,18-TX-404,Front Steps Inc.,Front Steps Inc.,5,0,1,1,1,2,3,60.0
2020,18-TX-433,Lubbock Mental Health and Retardation Center (dba Starcare),Lubbock Mental Health and Retardation Center (dba Starcare),18,0,0,2,3,13,16,88.9
2020,18-WI-080,Center For Veterans Issues Limited,Center For Veterans Issues Limited,78,4,4,15,20,35,55,70.5
2020,18-ZZ-034,Volunteers of America of Illinois,Volunteers of America of Illinois,43,7,3,11,11,11,22,51.2
2020,18-ZZ-036,The Salvation Army an Illinois Corporation,The Salvation Army an Illinois Corporation,36,1,3,5,10,17,27,75.0
2020,18-ZZ-239,Blue Valley Community Action Inc,Blue Valley Community Action Inc,13,1,1,2,1,8,9,69.2
2020,18-ZZ-386,Restart Inc,Restart Inc,30,0,1,3,4,22,26,86.7
2020,19-AZ-004,Primavera Foundation,Primavera Foundation,28,2,2,4,9,11,20,71.4
2020,19-AZ-436,Community Bridges Inc,Community Bridges Inc,45,2,3,7,11,22,33,73.3
2020,19-CA-005,Mental Health America of Los Angeles,Mental Health America of Los Angeles,32,3,2,4,8,15,23,71.9
2020,19-CA-009,Vietnam Veterans of California Inc (Sacramento Veterans Resource),Vietnam Veterans of California Inc (Sacramento Veterans Resource),153,9,6,37,30,71,101,66.0
2020,19-CA-010,Homefirst Services Of Santa Clara County,Homefirst Services Of Santa Clara County,11,2,1,1,1,6,7,63.6
2020,19-CA-014,People Assisting the Homeless (PATH),People Assisting the Homeless (PATH),77,8,9,12,14,34,48,62.3
2020,19-CA-173,Vietnam Veterans of San Diego,Vietnam Veterans of San Diego,73,6,4,11,12,40,52,71.2
2020,19-FL-025,Purpose Built Families Foundation,Purpose Built Families Foundation,169,14,6,28,30,91,121,71.6
2020,19-MN-046,Minnesota Assistance Council for Veterans,Minnesota Assistance Council for Veterans,50,0,3,6,21,20,41,82.0
2020,19-MO-229,Phoenix Programs Inc,Phoenix Programs Inc,22,0,1,5,5,11,16,72.7
2020,19-MS-111,Region XII Commission on Mental Health & Retardation (dba Pine Belt Mental Health),Region XII Commission on Mental Health & Retardation (dba Pine Belt Mental Health),25,1,0,1,4,19,23,92.0
2020,19-NC-114,Asheville-Buncombe Community Christian Ministry Inc,Asheville-Buncombe Community Christian Ministry Inc,78,6,4,13,11,44,55,70.5
2020,19-NC-237,Volunteers of America of the Carolinas Inc,Volunteers of America of the Carolinas Inc,129,2,3,18,21,85,106,82.2
2020,19-OH-263,Talbert House Inc.,Talbert House Inc.,3,1,0,1,1,0,1,33.3
2020,19-OH-269,Volunteers of America of Greater Ohio,Volunteers of America of Greater Ohio,79,5,3,17,26,28,54,68.4
2020,19-OR-128,Access,Access,26,2,1,1,6,16,22,84.6
2020,19-TX-140,The Salvation Army a Georgia Corporation,The Salvation Army a Georgia Corporation,4,0,0,2,0,2,2,50.0
2020,19-TX-288,United States Veterans Initiative,United States Veterans Initiative,16,0,1,2,5,8,13,81.3
2020,19-TX-290,Baker Ripley,Baker Ripley,31,1,4,6,8,12,20,64.5
2020,19-WA-078,Community Psychiatric Clinic Inc,Community Psychiatric Clinic Inc,53,2,2,8,11,30,41,77.4
2020,19-WA-079,Opportunity Council,Opportunity Council,7,0,0,2,1,4,5,71.4
2020,19-ZZ-070,Centerstone of Tennessee Inc,Centerstone of Tennessee Inc,67,6,3,12,7,39,46,68.7
2020,19-ZZ-094,Friendship Place,Friendship Place,50,2,2,9,10,27,37,74.0
2020,19-ZZ-127,Transition Projects Inc,Transition Projects Inc,69,3,5,10,13,38,51,73.9
2020,19-ZZ-263,Talbert House,Talbert House,16,1,1,2,5,7,12,75.0
2020,19-ZZ-278,Veterans Multi-Service Center Inc,Veterans Multi-Service Center Inc,70,10,8,8,18,26,44,62.9
2020,19-ZZ-317,Homeless Veterans Fellowship,Homeless Veterans Fellowship,8,0,1,0,2,5,7,87.5
2020,19-ZZ-324,Changing Homelessness Inc,Changing Homelessness Inc,72,8,5,14,16,29,45,62.5
2020,20-AK-152,Fairbanks Rescue Mission Inc.,Fairbanks Rescue Mission Inc.,4,0,1,0,0,3,3,75.0
2020,20-AL-439,Volunteers of America Southeast Inc,Volunteers of America Southeast Inc,7,1,0,0,1,5,6,85.7
2020,20-AR-086,St Francis House Inc,St Francis House Inc,46,5,2,5,4,30,34,73.9
2020,20-AZ-159,United States Veterans Initiative,United States Veterans Initiative,26,2,3,3,6,12,18,69.2
2020,20-CA-017,The Salvation Army a California Corporation,The Salvation Army a California Corporation,27,6,0,8,4,9,13,48.1
2020,20-CA-359,Good Samaritan Shelter,Good Samaritan Shelter,8,0,0,1,1,6,7,87.5
2020,20-CA-437,Berkeley Food and Housing Project,Berkeley Food and Housing Project,47,1,1,9,15,21,36,76.6
2020,20-CA-440,People Assisting the Homeless,People Assisting the Homeless,4,1,0,0,0,3,3,75.0
2020,20-CA-441,1736 Family Crisis Center,1736 Family Crisis Center,7,0,0,0,1,6,7,100.0
2020,20-CO-020,Rocky Mountain Human Services,Rocky Mountain Human Services,108,7,11,21,27,42,69,63.9
2020,20-FL-099,Society of St Vincent de Paul South Pinellas Inc,Society of St Vincent de Paul South Pinellas Inc,86,9,0,13,20,44,64,74.4
2020,20-GA-188,Travelers Aid of Metro Atlanta Inc  ,Travelers Aid of Metro Atlanta Inc  ,47,4,4,10,10,19,29,61.7
2020,20-GA-369,Project Community Connections Inc,Project Community Connections Inc,21,1,0,5,3,12,15,71.4
2020,20-IN-442,Northwest Indiana Community Action Corp.,Northwest Indiana Community Action Corp.,3,0,0,0,2,1,3,100.0
2020,20-IN-451,HVAF of Indiana Inc,HVAF of Indiana Inc,31,1,2,8,9,11,20,64.5
2020,20-KY-204,Kentucky River Foothills Development Council Inc,Kentucky River Foothills Development Council Inc,32,2,0,4,8,18,26,81.3
2020,20-LA-207,Elle Foundation,Elle Foundation,15,0,2,3,5,5,10,66.7
2020,20-LA-208,Start Corporation,Start Corporation,37,3,2,8,5,19,24,64.9
2020,20-MA-211,Vietnam Veterans Workshop Inc.,Vietnam Veterans Workshop Inc.,16,1,2,2,4,7,11,68.8
2020,20-MI-221,Oakland Livingston Human Services Agency,Oakland Livingston Human Services Agency,7,1,0,1,1,4,5,71.4
2020,20-MI-222,Mid Michigan Community Action Agency Inc.,Mid Michigan Community Action Agency Inc.,7,0,1,1,2,3,5,71.4
2020,20-MI-226,Volunteers of America Michigan Inc,Volunteers of America Michigan Inc,29,0,2,5,5,17,22,75.9
2020,20-NC-444,Catholic Charities Diocese Of Charlotte,Catholic Charities Diocese Of Charlotte,3,0,0,0,1,2,3,100.0
2020,20-NV-056,United States Veterans Initiative,United States Veterans Initiative,79,4,3,14,15,43,58,73.4
2020,20-NV-118,The Salvation Army a California Corporation,The Salvation Army a California Corporation,16,2,2,4,2,6,8,50.0
2020,20-NY-062,Services for the UnderServed Inc,Services for the UnderServed Inc,31,3,2,2,6,18,24,77.4
2020,20-NY-250,The Jericho Project,The Jericho Project,36,2,1,7,4,22,26,72.2
2020,20-NY-446,Veterans One-stop Center of WNY Inc,Veterans One-stop Center of WNY Inc,43,0,0,5,10,28,38,88.4
2020,20-OK-065,Community Service Council of Greater Tulsa Inc,Community Service Council of Greater Tulsa Inc,30,2,1,6,4,17,21,70.0
2020,20-OR-272,Easter Seals Oregon,Easter Seals Oregon,38,0,0,4,8,26,34,89.5
2020,20-OR-430,Community Action Partnership of Oregon,Community Action Partnership of Oregon,13,0,0,4,4,5,9,69.2
2020,20-OR-447,Columbiacare Services Inc.,Columbiacare Services Inc.,1,0,0,0,0,1,1,100.0
2020,20-PA-130,Opportunity House,Opportunity House,21,2,0,0,6,13,19,90.5
2020,20-SC-402,Eastern Carolina Homelessness Organization Inc,Eastern Carolina Homelessness Organization Inc,30,1,2,2,5,20,25,83.3
2020,20-SD-136,Cornerstone Rescue Mission,Cornerstone Rescue Mission,31,0,0,2,4,25,29,93.5
2020,20-TX-072,Caritas of Austin,Caritas of Austin,3,1,1,1,0,0,0,0.0
2020,20-TX-141,West Central Texas Regional Foundation,West Central Texas Regional Foundation,45,0,1,8,9,27,36,80.0
2020,20-TX-448,Career And Recovery Resources Inc,Career And Recovery Resources Inc,22,0,3,3,7,9,16,72.7
2020,20-TX-450,Family Endeavors Inc,Family Endeavors Inc,6,0,1,2,0,3,3,50.0
2020,20-VA-144,Volunteers of America Chesapeake,Volunteers of America Chesapeake,32,1,3,6,7,15,22,68.8
2020,20-WA-146,Catholic Community Services of Western Washington,Catholic Community Services of Western Washington,26,1,0,3,7,15,22,84.6
2020,20-WA-338,HopeSource,HopeSource,24,1,1,1,5,16,21,87.5
2020,20-ZZ-026,Northwest Florida Comprehensive Services For Children Inc,Northwest Florida Comprehensive Services For Children Inc,249,4,2,18,48,177,225,90.4
2020,20-ZZ-092,Volunteers of America Colorado Branch Inc,Volunteers of America Colorado Branch Inc,90,11,8,15,19,37,56,62.2
2020,20-ZZ-113,Volunteers of America Northern Rockies,Volunteers of America Northern Rockies,175,7,7,14,31,116,147,84.0
2020,20-ZZ-147,Blue Mountain Action Council,Blue Mountain Action Council,30,1,0,4,7,18,25,83.3
2020,20-ZZ-158,Vietnam Veterans of California Inc (Sacramento Veterans Resource),Vietnam Veterans of California Inc (Sacramento Veterans Resource),109,6,3,9,19,72,91,83.5
2020,20-ZZ-301,Goodwill Industries of The Inland Northwest,Goodwill Industries of The Inland Northwest,78,4,10,7,19,38,57,73.1
2020,S20-NY-600A,The Jericho Project,The Jericho Project,1,0,0,0,0,1,1,100.0
2020,S20-NY-600B,Services for the UnderServed Inc,Services for the UnderServed Inc,1,0,0,0,0,1,1,100.0
2020,S20-NY-600C,Volunteers of America-Greater New York Inc.,Volunteers of America-Greater New York Inc.,3,0,1,1,0,1,1,33.3
2020,S20-WA-500,Catholic Community Services Of Western Washington,Catholic Community Services Of Western Washington,7,1,0,0,2,4,6,85.7
2019,12-AK-001,Catholic Social Services,Catholic Social Services,19,3,1,2,3,10,13,68.4
